age,arab,children_0_4,lwage_2011,marital,schooling,status,yeshiva
21,1,0,,4,14,4,0
17,1,0,,4,11,4,0
41,1,0,,1,4,4,0
65,1,0,,1,7,4,0
29,1,0,3.823565,4,15,1,0
25,1,0,,4,12,4,0
21,1,0,,4,12,4,0
51,1,0,,1,15,4,0
26,1,0,3.973257,4,13,1,0
21,1,0,2.994336,4,10,1,0
21,1,0,2.961771,4,10,1,0
47,1,0,3.009168,1,14,1,0
21,1,0,3.162098,4,15,1,0
28,1,1,2.979776,1,12,1,0
52,1,0,4.446673,1,17,1,0
21,1,0,3.227024,4,16,1,0
27,1,0,,4,19,4,0
58,1,0,,1,14,4,0
21,1,0,,4,12,4,0
21,1,0,3.325615,4,12,1,0
47,1,1,4.456458,1,14,1,0
21,1,0,3.289363,4,7,1,0
51,1,0,,1,7,4,0
21,1,0,3.348422,4,10,1,0
16,1,0,,4,9,4,0
71,1,0,,1,12,4,0
15,1,0,,4,10,4,0
40,1,0,3.351729,1,10,1,0
41,1,2,3.858079,1,15,1,0
48,1,1,3.072171,1,12,1,0
37,1,2,3.272822,1,6,1,0
39,1,1,3.494505,1,12,1,0
15,1,1,,4,9,4,0
21,1,0,3.173199,4,12,1,0
21,1,0,3.173199,4,10,1,0
15,1,0,,4,9,4,0
61,1,0,,1,0,4,0
65,1,0,,1,0,4,0
15,1,0,,4,10,4,0
42,1,1,3.427129,1,9,1,0
34,1,2,3.067928,1,16,1,0
71,1,0,,1,8,4,0
28,1,0,3.173199,1,12,1,0
15,1,0,,4,9,4,0
21,1,0,,4,12,4,0
17,1,0,,4,12,4,0
46,1,0,3.201599,1,12,1,0
15,1,0,,4,10,4,0
21,1,0,3.096391,4,13,1,0
58,1,0,,1,9,4,0
25,1,0,3.287283,4,16,1,0
78,1,0,,3,6,4,0
21,1,0,,4,12,4,0
25,1,0,3.201599,4,12,1,0
56,1,0,,1,8,4,0
27,1,0,3.190573,4,13,1,0
58,1,0,,1,8,4,0
28,1,0,,4,6,4,0
15,1,0,,4,10,4,0
21,1,0,3.384018,4,12,1,0
21,1,0,,4,12,4,0
34,1,1,3.616484,1,12,1,0
50,1,0,,1,10,4,0
15,1,0,,4,10,4,0
15,1,1,,4,10,4,0
42,1,1,3.517754,1,15,1,0
39,1,1,3.181224,1,12,1,0
46,1,0,3.259827,1,4,1,0
15,1,0,,4,10,4,0
43,1,0,3.077506,1,10,1,0
26,1,0,3.181224,4,9,1,0
61,1,0,,1,8,4,0
28,1,0,3.182822,4,12,1,0
21,1,0,,4,9,4,0
21,1,0,,4,13,4,0
44,1,0,3.14185,4,12,1,0
61,1,0,3.355722,1,11,1,0
27,1,0,3.182822,4,14,1,0
21,1,0,2.959528,4,12,1,0
56,1,0,,1,12,4,0
43,1,1,3.152096,1,15,1,0
37,1,1,3.365576,1,9,1,0
32,1,2,3.575705,1,10,1,0
37,1,0,4.181409,1,15,1,0
27,1,0,3.771221,4,12,1,0
58,1,0,,1,12,4,0
34,1,0,6.136022,1,17,1,0
30,1,1,3.329017,1,12,1,0
45,1,0,3.653175,1,12,1,0
35,1,0,3.371871,1,12,1,0
51,1,0,3.384018,1,12,1,0
37,1,0,,1,10,4,0
21,1,0,3.184616,4,12,1,0
52,1,0,3.464099,1,12,1,0
70,1,0,,1,4,4,0
39,1,0,3.451825,1,12,1,0
55,1,0,,1,6,4,0
25,1,0,3.186804,4,10,1,0
21,1,0,,4,13,4,0
16,1,0,,4,11,4,0
21,1,0,3.106778,4,12,1,0
56,1,0,3.212117,3,8,1,0
17,1,0,,4,12,4,0
21,1,0,3.263478,4,12,1,0
21,1,0,2.818881,4,12,1,0
36,1,1,3.523163,1,12,1,0
56,1,0,,1,16,4,0
21,1,0,3.078613,4,9,1,0
16,1,0,,4,11,4,0
38,1,0,3.009636,1,10,1,0
52,1,0,3.187202,1,8,1,0
21,1,0,3.271909,4,12,1,0
74,1,0,,1,12,4,0
49,1,0,,1,15,4,0
60,1,0,,1,6,4,0
21,1,0,2.95903,4,12,1,0
51,1,0,3.176417,1,8,1,0
26,1,0,3.369556,4,16,1,0
43,1,0,,1,12,4,0
28,1,0,2.944196,4,12,1,0
21,1,0,,4,12,4,0
60,1,0,,1,12,4,0
52,1,0,4.226869,4,16,1,0
15,1,0,,4,10,4,0
53,1,0,3.405327,1,15,1,0
17,1,0,,4,12,4,0
59,1,0,,1,8,4,0
21,1,0,2.877263,4,12,1,0
83,1,0,,3,5,4,0
36,1,2,3.100299,1,12,1,0
64,1,0,2.996717,1,8,1,0
37,1,0,3.509729,1,10,1,0
38,1,2,3.205703,1,15,1,0
59,1,0,3.434757,1,8,1,0
21,1,0,,4,12,4,0
48,1,0,3.367734,1,12,1,0
21,1,0,,4,12,4,0
65,1,0,2.654485,1,0,1,0
42,1,1,,1,9,4,0
42,1,1,4.161454,1,14,1,0
21,1,0,,4,14,4,0
21,1,0,,4,12,4,0
48,1,0,,1,9,4,0
69,1,0,,1,0,4,0
17,1,1,,4,12,4,0
15,1,1,,4,10,4,0
48,1,1,3.607782,1,16,1,0
21,1,0,2.961522,4,12,1,0
28,1,0,2.910189,4,15,1,0
49,1,0,,1,8,4,0
21,1,0,2.927852,4,12,1,0
50,1,0,4.084886,1,12,1,0
21,1,0,,4,12,4,0
27,1,0,3.375004,4,12,1,0
35,1,1,3.638229,1,15,1,0
68,1,0,,1,6,4,0
61,1,0,3.258443,1,4,1,0
45,1,0,3.234731,1,12,1,0
21,1,0,,4,14,4,0
34,1,2,,1,8,4,0
29,1,0,3.141845,1,10,1,0
16,1,1,,4,10,4,0
21,1,1,2.957031,4,10,1,0
37,1,2,3.364412,1,12,1,0
31,1,1,3.162464,1,12,1,0
17,1,0,,4,10,4,0
57,1,0,,1,7,4,0
41,1,0,3.100342,1,11,1,0
30,1,1,3.344752,1,14,1,0
21,1,0,3.163075,4,12,1,0
15,1,0,,4,11,4,0
21,1,0,2.959528,4,13,1,0
21,1,0,,4,14,4,0
21,1,0,,4,15,4,0
63,1,0,3.068151,1,10,1,0
21,1,0,3.141886,4,11,1,0
21,1,0,3.006928,4,11,1,0
55,1,0,,1,10,4,0
47,1,1,3.818799,1,12,1,0
21,1,1,2.701873,4,11,1,0
46,1,1,3.04639,1,12,1,0
59,1,0,4.437464,1,24,2,0
21,1,0,2.958217,4,12,1,0
75,1,0,,1,0,4,0
31,1,1,,1,8,4,0
41,1,0,3.075902,1,12,1,0
15,1,0,,4,10,4,0
41,1,2,3.259827,1,8,1,0
51,1,0,,1,9,4,0
28,1,0,,4,0,4,0
67,1,0,,1,12,4,0
25,1,0,2.985285,4,16,1,0
61,1,0,3.105787,1,12,1,0
21,1,0,,4,14,4,0
49,1,0,3.768878,1,15,1,0
64,1,0,,4,8,4,0
16,1,0,,4,11,4,0
21,1,0,3.170374,4,14,1,0
53,1,0,3.678287,1,12,1,0
34,1,0,3.517611,1,14,1,0
44,1,0,3.476789,1,15,1,0
16,1,0,,4,10,4,0
60,1,0,,1,12,4,0
21,1,0,,4,12,4,0
38,1,1,3.494505,1,10,1,0
48,1,0,3.355554,1,10,1,0
21,1,0,,4,15,4,0
65,1,0,,1,4,4,0
32,1,1,3.268619,5,8,1,0
66,1,0,,1,8,4,0
16,1,1,,4,9,4,0
15,1,0,,4,9,4,0
51,1,0,,1,9,4,0
16,1,0,,4,10,4,0
44,1,0,4.406844,1,19,2,0
44,1,0,3.075064,1,9,1,0
16,1,3,,4,10,4,0
38,1,3,,1,10,4,0
69,1,0,,1,8,4,0
40,1,1,3.005833,1,10,1,0
69,1,0,,1,0,4,0
21,1,0,,4,10,4,0
56,1,0,3.134734,1,8,1,0
21,1,0,,4,16,4,0
34,1,1,,1,10,4,0
52,1,0,3.101641,1,6,1,0
16,1,0,,4,11,4,0
31,1,1,3.071056,1,12,1,0
69,1,0,,1,7,4,0
34,1,1,3.936096,1,16,1,0
32,1,1,3.005833,1,9,1,0
51,1,1,3.68483,1,15,1,0
17,1,1,,4,12,4,0
15,1,1,,4,10,4,0
31,1,1,3.084134,1,9,1,0
21,1,0,2.981599,4,10,1,0
37,1,0,3.089844,1,12,1,0
34,1,1,3.089305,1,10,1,0
80,1,0,,1,0,4,0
40,1,1,3.92732,1,16,1,0
21,1,0,,4,12,4,0
56,1,0,3.474412,1,12,1,0
56,1,0,,1,12,4,0
17,1,1,,4,12,4,0
25,1,1,2.933465,1,10,1,0
21,1,1,2.565911,4,12,1,0
46,1,1,3.799559,1,12,1,0
77,1,0,,1,1,4,0
54,1,0,4.580527,1,19,1,0
21,1,0,,4,14,4,0
15,1,0,,4,10,4,0
47,1,0,3.709338,1,10,1,0
21,1,0,,4,12,4,0
34,1,1,3.096826,1,11,1,0
27,1,0,3.182024,4,12,1,0
17,1,0,2.804729,4,10,1,0
51,1,0,,1,9,4,0
21,1,0,2.91776,4,12,1,0
32,1,0,3.149058,1,9,1,0
21,1,0,,4,12,4,0
41,1,0,3.32359,1,9,1,0
55,1,0,,1,12,4,0
21,1,0,,4,12,4,0
17,1,0,,4,12,4,0
21,1,0,,4,12,4,0
21,1,0,,4,12,4,0
46,1,0,,1,8,4,0
21,1,0,,4,12,4,0
21,1,0,3.0569,4,12,1,0
60,1,0,2.833757,1,12,1,0
32,1,1,3.290534,1,12,1,0
26,1,0,3.102939,4,12,1,0
65,1,0,,1,8,4,0
32,1,0,3.102939,4,12,1,0
40,1,0,2.957031,1,9,1,0
51,1,1,,1,4,4,0
74,1,0,,1,8,4,0
17,1,0,,4,12,4,0
46,1,0,3.595254,1,16,1,0
21,1,0,2.957031,4,12,1,0
81,1,0,,1,7,4,0
41,1,1,3.516754,1,15,1,0
21,1,0,,4,13,4,0
21,1,0,,4,12,4,0
17,1,0,,4,12,4,0
49,1,0,4.294254,1,16,1,0
37,1,1,2.92708,1,12,1,0
77,1,0,,3,5,4,0
21,1,0,,4,12,4,0
42,1,0,3.448771,1,9,1,0
25,1,0,,4,15,4,0
27,1,0,3.030764,1,7,1,0
38,1,1,3.118336,1,10,1,0
77,1,0,,1,7,4,0
34,1,1,3.072171,1,14,1,0
28,1,3,3.006452,1,16,1,0
29,1,0,3.002254,4,9,1,0
21,1,0,,4,12,4,0
17,1,0,,4,12,4,0
15,1,0,,4,10,4,0
25,1,2,3.020725,4,12,1,0
53,1,2,,1,12,4,0
26,1,2,3.640378,4,12,1,0
43,1,1,3.564053,1,16,1,0
40,1,1,3.184576,1,12,1,0
21,1,0,,4,16,4,0
54,1,0,5.573693,1,16,1,0
26,1,0,,4,16,4,0
56,1,0,4.04399,1,12,1,0
16,1,0,,4,11,4,0
78,1,0,,1,8,4,0
27,1,0,,4,0,4,0
21,1,0,3.066674,4,12,1,0
43,1,0,3.966971,1,12,1,0
42,1,0,3.271909,1,12,1,0
35,1,1,4.449511,1,16,1,0
29,1,1,3.53322,1,12,1,0
57,1,0,,1,7,4,0
21,1,0,,4,12,4,0
26,1,0,3.175211,4,12,1,0
21,1,0,3.175211,4,9,1,0
21,1,0,,4,15,4,0
21,1,0,3.186804,4,12,1,0
54,1,0,3.449077,1,4,1,0
21,1,0,,4,13,4,0
62,1,0,,1,14,4,0
21,1,0,,4,13,4,0
21,1,0,2.452438,4,3,1,0
21,1,0,3.00058,4,12,1,0
47,1,0,,1,8,4,0
41,1,0,3.582283,1,12,1,0
17,1,0,,4,12,4,0
35,1,0,3.233397,1,12,1,0
28,1,0,3.186804,1,11,1,0
39,1,0,2.998423,1,8,1,0
71,1,0,,1,19,4,0
21,1,0,3.324837,4,12,1,0
25,1,0,2.985452,4,12,1,0
60,1,0,2.971973,1,8,1,0
72,1,0,,1,0,4,0
40,1,0,,1,10,4,0
27,1,0,,4,15,4,0
35,1,0,2.497149,4,14,1,0
65,1,0,,1,12,4,0
38,1,1,3.51861,1,12,1,0
17,1,0,,4,11,4,0
21,1,0,,4,12,4,0
59,1,0,,1,2,4,0
61,1,0,,1,6,4,0
61,1,0,,1,4,4,0
15,1,0,,4,9,4,0
16,1,0,,4,11,4,0
39,1,0,3.73695,1,15,1,0
21,1,0,,4,7,4,0
51,1,0,,1,4,4,0
21,1,0,,4,16,4,0
50,1,0,3.14914,1,8,1,0
21,1,0,2.851254,4,12,1,0
21,1,0,,4,14,4,0
49,1,0,,1,10,4,0
17,1,0,,4,11,4,0
50,1,0,,1,8,4,0
21,1,0,3.485406,4,12,1,0
26,1,3,,1,12,4,0
74,1,0,,1,5,4,0
34,1,1,3.901446,1,16,1,0
36,1,0,3.101165,4,17,1,0
66,1,0,3.417018,1,8,1,0
30,1,2,2.982461,1,10,1,0
41,1,1,3.834311,1,17,1,0
39,1,0,3.222909,1,10,1,0
36,1,1,2.77426,1,10,1,0
43,1,2,3.077506,1,9,1,0
16,1,2,,4,11,4,0
37,1,1,3.288202,1,12,1,0
50,1,0,3.077506,1,11,1,0
27,1,0,3.258096,4,12,1,0
35,1,2,,1,9,4,0
40,1,2,3.14185,1,10,1,0
41,1,0,4.079447,1,18,1,0
63,1,2,,1,8,4,0
28,1,2,3.163075,1,13,1,0
21,1,1,3.077506,1,11,1,0
71,1,0,,1,8,4,0
37,1,0,2.999143,1,10,1,0
46,1,0,3.112146,1,10,1,0
51,1,0,,1,12,4,0
29,1,0,,4,17,4,0
59,1,0,3.767433,1,10,1,0
69,1,0,,1,8,4,0
21,1,0,,4,12,4,0
53,1,0,3.112146,1,10,1,0
67,1,0,,1,4,4,0
77,1,0,,1,6,4,0
32,1,0,3.272822,1,10,1,0
21,1,0,,4,12,4,0
43,1,0,3.266786,1,11,1,0
15,1,0,,4,9,4,0
40,1,0,3.372266,1,12,1,0
27,1,0,2.939372,4,10,1,0
28,1,0,3.040933,4,15,1,0
58,1,0,,1,11,4,0
53,1,0,,4,11,4,0
27,1,0,3.833083,4,17,1,0
52,1,0,4.122617,1,15,1,0
21,1,0,3.124489,4,15,1,0
28,1,1,3.613674,1,12,1,0
73,1,0,,1,4,4,0
59,1,0,,1,12,4,0
27,1,0,3.537484,4,17,1,0
25,1,0,3.146027,4,15,1,0
25,1,1,3.50825,1,12,1,0
43,1,0,3.994828,1,13,1,0
16,1,0,,4,11,4,0
32,1,1,3.187003,1,12,1,0
26,1,0,3.348242,1,12,1,0
38,1,0,3.884373,1,12,1,0
21,1,0,,4,13,4,0
50,1,0,4.516183,1,12,1,0
26,1,0,4.372341,4,12,1,0
54,1,0,,1,12,4,0
21,1,0,2.917958,4,14,1,0
21,1,0,3.428784,4,13,1,0
41,1,0,3.817084,1,12,1,0
76,1,0,,1,5,4,0
70,1,0,,1,9,4,0
21,1,0,,4,12,4,0
53,1,0,,1,8,4,0
21,1,0,,4,0,4,0
21,1,0,,4,13,4,0
21,1,0,,4,13,4,0
21,1,0,,4,12,4,0
46,1,0,3.228163,1,9,1,0
31,1,0,3.676486,1,17,1,0
43,1,0,3.132746,1,9,1,0
32,1,1,3.226756,1,11,1,0
27,1,3,2.945209,1,12,1,0
29,1,0,3.07972,1,7,1,0
52,1,0,,1,4,4,0
16,1,0,,4,10,4,0
37,1,1,3.179624,1,8,1,0
38,1,2,3.539217,1,12,1,0
31,1,0,3.052137,1,6,1,0
39,1,1,,1,7,4,0
29,1,0,3.1874,1,9,1,0
40,1,2,3.280451,1,8,1,0
21,1,0,2.948493,4,12,1,0
42,1,0,2.912284,1,8,1,0
32,1,2,3.002923,1,12,1,0
15,1,0,,4,10,4,0
41,1,2,3.024239,1,6,1,0
17,1,2,,4,12,4,0
36,1,0,2.961522,1,8,1,0
59,1,0,,1,9,4,0
21,1,0,3.141268,4,9,1,0
25,1,0,,4,14,4,0
51,1,0,3.247335,1,12,1,0
21,1,0,2.999861,4,12,1,0
27,1,0,3.101165,4,12,1,0
35,1,0,3.275553,1,15,1,0
38,1,0,4.230967,1,16,1,0
26,1,0,3.077949,4,12,1,0
25,1,0,2.960027,4,11,1,0
48,1,0,,1,6,4,0
21,1,0,,4,10,4,0
45,1,0,3.265501,1,10,1,0
46,1,0,2.96376,1,9,1,0
17,1,0,,4,11,4,0
49,1,0,,1,7,4,0
15,1,0,,4,10,4,0
16,1,0,3.183221,4,7,1,0
39,1,0,3.445554,1,6,1,0
36,1,0,,4,12,4,0
37,1,1,3.656783,1,9,1,0
49,1,0,3.656783,1,9,1,0
42,1,0,2.997223,1,12,1,0
21,1,0,3.014606,4,12,1,0
33,1,0,4.28535,1,12,1,0
47,1,0,3.275553,1,12,1,0
39,1,1,,1,8,4,0
21,1,0,,4,0,4,0
49,1,0,,1,10,4,0
17,1,0,,4,12,4,0
17,1,0,,4,12,4,0
21,1,0,3.276644,4,11,1,0
29,1,1,3.20944,1,7,1,0
34,1,0,3.392952,4,16,1,0
26,1,0,2.952017,1,12,1,0
21,1,0,3.186804,4,10,1,0
47,1,0,3.186804,1,9,1,0
44,1,1,3.511597,1,18,1,0
34,1,1,,1,8,4,0
31,0,0,3.545956,4,16,1,0
25,0,0,,4,12,4,0
58,0,0,4.21597,1,12,1,0
26,0,1,3.844555,1,10,1,0
53,0,1,3.419679,1,12,1,0
55,0,0,3.884393,1,12,1,0
29,0,0,3.379603,4,16,1,0
57,0,0,3.593223,1,15,1,0
21,0,0,3.286873,4,13,1,0
63,0,0,5.10368,1,14,1,0
34,0,0,2.688748,5,10,1,0
68,0,0,,1,0,4,0
75,0,0,4.120682,1,10,1,0
62,0,0,4.603013,1,12,1,0
21,0,0,3.486182,4,12,1,0
27,0,0,3.613972,4,12,1,0
50,0,0,3.757488,1,12,1,0
53,0,0,3.508289,1,12,1,0
21,0,0,3.613916,4,14,1,0
21,0,0,2.415728,4,12,1,0
49,0,0,3.487952,1,12,1,0
34,0,1,3.697439,1,12,1,0
44,0,1,3.316288,1,12,1,0
38,0,1,3.792969,1,17,2,0
45,0,0,3.681525,1,12,1,0
21,0,0,,4,12,4,0
46,0,0,3.818904,1,12,1,0
39,0,1,4.803444,4,17,1,0
46,0,0,5.468911,1,14,1,0
64,0,0,3.968349,1,15,1,0
83,0,0,,1,8,4,0
64,0,0,3.306811,1,15,1,0
50,0,0,3.496403,1,15,1,0
16,0,0,,4,11,4,0
46,0,0,,1,12,4,0
71,0,0,,1,10,4,0
50,0,0,4.157567,1,17,1,0
21,0,0,,4,12,4,0
74,0,0,,1,8,4,0
53,0,0,3.919743,1,12,1,0
21,0,0,,4,12,4,0
36,0,2,4.745916,1,17,1,0
16,0,0,,4,10,4,0
48,0,0,4.403204,1,16,1,0
74,0,0,,1,15,4,0
16,0,0,,4,10,4,0
45,0,0,4.229971,1,18,1,0
21,0,0,,4,12,4,0
73,0,0,,1,12,4,0
21,0,0,3.364706,4,12,1,0
76,0,0,,1,14,4,0
43,0,0,4.763239,1,12,1,0
71,0,0,,1,18,4,0
36,0,2,4.375904,1,14,1,0
45,0,1,5.04363,1,17,1,0
87,0,0,,1,10,4,0
46,0,0,,4,12,4,0
78,0,0,,1,0,4,0
72,0,0,,1,10,4,0
42,0,1,4.097931,1,15,1,0
59,0,0,3.711586,1,6,1,0
39,0,2,5.364879,1,18,1,0
43,1,0,3.1874,1,12,1,0
27,1,0,3.192156,4,12,1,0
55,1,0,,1,8,4,0
30,1,0,2.968963,4,12,1,0
54,1,0,4.217351,1,15,1,0
21,1,0,,4,16,4,0
21,1,0,3.772336,1,16,1,0
16,1,0,,4,10,4,0
21,1,0,,4,15,4,0
42,1,0,,4,16,4,0
35,1,0,3.874904,4,16,1,0
72,1,0,,1,6,4,0
21,1,0,,4,14,4,0
44,1,0,,1,12,4,0
40,1,0,3.192156,4,12,1,0
26,1,2,3.268802,1,18,1,0
40,1,0,,2,12,4,0
73,1,0,,1,12,4,0
21,1,0,3.181224,4,8,1,0
15,1,0,,4,10,4,0
21,1,0,,4,13,4,0
17,1,0,,4,12,4,0
41,1,0,,1,6,4,0
27,1,0,,4,12,4,0
28,1,0,,4,12,4,0
52,1,0,,1,12,4,0
17,1,0,,4,12,4,0
16,1,1,,4,10,4,0
44,1,1,2.997223,1,12,1,0
65,1,0,,1,8,4,0
21,1,0,,4,12,4,0
15,1,0,,4,10,4,0
45,1,0,3.637596,1,12,1,0
27,1,0,2.959528,1,12,1,0
53,1,0,,1,14,4,0
21,1,0,2.981193,4,12,1,0
44,1,1,,1,12,4,0
68,1,0,,1,8,4,0
28,1,0,3.105529,4,13,1,0
16,1,0,,4,11,4,0
21,1,0,3.192551,4,12,1,0
45,1,0,3.203065,1,9,1,0
34,1,2,2.951263,1,12,1,0
38,1,0,,5,6,4,0
70,1,0,,3,9,4,0
70,1,0,,3,0,4,0
45,1,1,,1,8,4,0
34,1,1,3.305541,1,12,1,0
17,1,0,,4,12,4,0
38,1,0,3.147571,1,8,1,0
21,1,0,,4,12,4,0
61,1,0,3.299736,1,7,1,0
21,1,0,3.110586,4,7,1,0
34,1,0,3.615961,4,8,1,0
39,1,0,3.328238,1,12,1,0
17,1,0,,4,12,4,0
28,1,0,,4,17,4,0
25,1,0,,4,14,4,0
59,1,0,,1,9,4,0
40,1,0,4.525547,1,19,1,0
63,1,0,,1,12,4,0
27,1,0,3.078613,4,12,1,0
77,1,0,,1,12,4,0
21,1,0,3.006095,4,12,1,0
32,1,0,3.251815,4,12,1,0
86,1,0,,1,4,4,0
16,1,0,,4,11,4,0
42,1,0,3.158179,1,12,1,0
37,1,3,3.294289,1,13,1,0
49,1,1,3.467407,1,15,1,0
16,1,0,,4,11,4,0
21,1,0,3.282079,4,12,1,0
37,1,1,,1,12,4,0
29,1,0,3.096653,4,12,1,0
64,1,0,,1,7,4,0
26,1,0,2.844963,4,12,1,0
34,1,2,3.224679,1,12,1,0
34,1,1,3.080162,1,9,1,0
69,1,0,,1,3,4,0
51,1,0,,1,8,4,0
21,1,0,,4,12,4,0
28,1,2,,1,12,4,0
51,1,0,3.040666,1,12,1,0
16,1,0,,4,11,4,0
21,1,0,3.040666,4,12,1,0
33,1,1,2.952017,1,10,1,0
52,1,1,3.449077,1,12,1,0
51,1,0,,1,8,4,0
36,1,2,3.508144,1,16,1,0
65,1,0,,1,4,4,0
28,1,0,3.185412,4,12,1,0
21,1,0,,4,14,4,0
38,1,1,3.087651,1,10,1,0
21,1,0,2.950005,4,12,1,0
21,1,0,2.912022,4,10,1,0
58,1,0,3.503849,1,14,1,0
21,1,0,2.916199,4,12,1,0
17,1,0,2.487677,4,12,1,0
40,1,0,3.368563,1,11,1,0
38,1,2,3.180025,1,12,1,0
38,1,0,3.299679,1,12,1,0
39,1,0,3.454566,1,12,1,0
31,1,0,,2,12,4,0
56,1,0,,1,4,4,0
21,1,0,,4,12,4,0
32,1,0,3.191436,4,19,1,0
67,1,0,2.922068,1,7,1,0
66,1,0,2.621529,1,8,1,0
21,1,0,,4,12,4,0
15,1,0,,4,10,4,0
54,1,0,,1,8,4,0
21,1,0,3.093821,4,8,1,0
69,1,0,,1,5,4,0
37,1,1,3.347125,1,11,1,0
15,1,0,,4,11,4,0
39,1,0,3.173199,1,12,1,0
35,1,0,3.011769,1,8,1,0
48,1,0,4.016217,1,22,1,0
21,1,0,,4,13,4,0
37,0,0,3.140602,4,12,1,0
30,0,0,4.113492,1,16,1,0
62,0,0,,1,8,4,0
73,0,0,,1,8,4,0
71,0,2,,1,12,4,0
46,0,2,3.574411,1,12,1,0
16,0,0,,4,11,4,0
44,0,0,3.285145,1,12,1,0
42,0,0,3.605012,1,16,1,0
37,0,2,4.562551,1,16,1,0
44,0,3,3.245763,1,16,1,0
35,0,0,4.034329,1,16,1,0
51,0,0,3.814688,1,11,1,0
62,0,0,,1,16,4,0
36,0,1,,1,10,4,0
32,0,2,4.486104,1,14,1,0
40,0,1,4.106762,1,17,1,0
39,0,0,3.285145,1,12,1,0
49,0,0,4.143171,1,12,1,0
21,0,0,,4,16,4,0
21,0,0,,4,12,4,0
41,0,1,3.872211,1,18,1,0
73,0,0,,1,14,4,0
68,0,0,,1,22,4,0
65,0,0,4.780772,1,18,1,0
71,0,0,2.90697,1,13,1,0
21,0,0,,4,12,4,0
51,0,0,5.697062,1,19,1,0
65,0,0,4.238518,1,16,1,0
21,0,0,,4,12,4,0
65,0,0,,1,10,4,0
56,0,0,3.811909,1,12,1,0
48,0,0,3.668465,4,12,1,0
46,0,0,3.817128,4,14,1,0
61,0,0,,1,16,4,0
80,0,0,,1,16,4,0
66,0,0,,1,20,4,0
44,0,0,3.898304,1,12,1,0
36,0,1,4.60554,1,15,1,0
38,0,2,5.197405,1,18,1,0
35,0,2,4.209691,1,15,1,0
35,0,1,4.404689,1,15,1,0
61,0,0,4.360716,1,19,2,0
26,0,0,,4,15,4,0
27,0,2,,1,13,4,0
28,0,2,3.892276,1,16,1,0
16,0,1,,4,10,4,0
41,0,1,,1,10,4,0
15,0,1,,4,9,4,0
60,0,1,4.602961,1,15,1,0
27,0,1,3.1194,4,14,1,0
34,0,1,,1,12,4,0
25,0,1,3.409969,4,14,1,0
47,0,0,6.341006,1,16,1,0
15,0,0,,4,10,4,0
39,0,1,4.733983,1,17,1,0
37,0,0,5.526989,1,17,1,0
86,0,0,,3,0,4,0
62,0,0,3.179304,1,18,1,1
53,0,0,3.243512,1,16,1,1
38,0,3,,1,16,4,1
15,0,3,,4,10,4,0
53,0,0,4.716115,1,17,1,0
15,0,0,,4,9,4,0
46,0,0,5.050001,1,18,1,0
21,0,0,,4,12,4,0
45,0,0,4.382732,1,11,1,0
68,0,0,4.229241,1,15,1,0
28,0,0,,4,12,4,0
61,0,0,,1,12,4,0
21,0,0,3.156569,4,12,1,0
58,0,0,,1,19,4,0
21,0,0,,4,12,4,0
64,0,0,3.556667,1,17,1,0
41,0,1,4.382219,1,18,1,0
16,0,0,,4,10,4,0
55,0,0,3.511932,1,13,1,0
42,0,0,5.136659,1,20,1,0
58,0,0,4.281062,1,12,1,0
63,0,0,5.488149,1,18,1,0
38,0,0,3.540893,1,15,1,0
26,0,0,3.536027,1,15,1,0
39,0,2,4.628303,1,18,1,0
15,0,0,,4,11,4,0
17,0,0,3.831262,4,12,1,0
46,0,0,4.690834,1,18,1,0
42,0,0,3.650475,4,13,1,0
39,0,2,3.855055,1,18,1,0
43,0,1,4.986324,1,19,2,0
40,0,1,3.607103,1,12,1,0
26,0,0,3.353773,4,12,1,0
37,0,0,2.654282,4,12,1,0
21,0,0,3.596648,4,12,1,0
52,0,0,4.534014,1,11,1,0
21,0,0,,4,12,4,0
15,0,0,,4,10,4,0
21,0,0,3.473828,4,12,1,0
49,0,0,3.260049,1,12,1,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
17,0,0,,4,12,4,0
21,0,1,3.234731,4,12,1,0
16,0,1,,4,10,4,0
15,0,1,,4,9,4,0
86,0,0,,3,12,4,0
55,0,0,,3,12,4,0
17,0,0,,4,10,4,0
25,0,0,,4,12,4,1
21,0,0,,4,13,4,1
16,0,0,,4,11,4,0
16,0,0,,4,11,4,0
21,0,0,3.398995,4,12,1,0
26,0,0,3.398995,4,12,1,0
71,0,0,3.917958,1,10,1,0
35,0,1,3.814688,1,12,1,0
21,0,0,,4,14,4,0
21,0,0,,4,12,4,0
48,0,0,,1,11,4,0
39,0,1,4.153746,1,12,1,0
40,0,0,2.966142,5,,1,0
28,0,1,3.342714,1,12,1,0
54,0,0,,1,12,4,0
21,0,0,3.516668,4,12,1,0
28,0,0,3.834193,4,12,1,0
36,0,1,4.498126,1,18,1,0
57,0,0,,4,10,4,0
83,0,0,,1,6,4,0
21,0,1,,4,12,4,0
21,0,1,,4,0,4,0
48,0,1,3.785724,1,14,1,0
58,0,0,,1,10,4,0
64,0,0,,1,10,4,0
44,0,2,3.853968,1,12,1,0
37,0,0,3.579276,2,17,1,0
28,0,1,3.600944,1,12,1,0
42,0,1,3.986805,1,14,1,0
70,0,1,,1,12,4,0
