age,arab,children_0_4,lwage_2011,marital,schooling,status,yeshiva
87,0,0,,3,0,4,0
30,0,0,3.242836,4,12,1,0
57,0,0,3.488003,1,10,1,0
21,0,0,,4,12,4,0
27,0,0,3.416693,4,16,1,0
34,0,0,4.255803,4,14,1,0
76,0,0,,1,10,4,1
39,0,1,4.648999,1,30,1,0
71,0,0,3.165758,1,12,1,0
33,0,0,3.192669,4,12,1,0
31,0,0,3.421554,1,12,1,0
21,0,0,,4,12,4,0
48,0,0,3.520082,1,11,1,0
28,0,0,3.464759,4,19,1,0
31,0,0,3.618593,4,16,1,0
66,0,0,,2,13,4,0
17,0,1,,4,11,4,0
21,0,1,,4,12,4,0
48,0,1,,1,0,4,0
21,0,1,,4,12,4,0
15,0,1,,4,9,4,0
45,0,1,3.537759,1,12,1,0
21,1,0,3.771725,4,12,1,0
71,1,0,,1,8,4,0
41,1,0,,1,8,4,0
33,1,0,3.786182,4,12,1,0
60,1,0,3.751721,1,5,1,0
16,1,0,,4,10,4,0
46,1,0,,1,12,4,0
33,1,0,3.601196,1,11,1,0
54,0,0,2.981058,1,10,1,0
53,0,0,4.946908,1,21,1,0
16,0,0,,4,10,4,0
46,0,0,3.598545,1,12,1,0
64,0,0,3.853043,1,11,1,0
83,0,0,,1,13,4,0
38,0,1,4.408239,1,14,1,0
70,0,0,,1,22,4,0
70,0,0,,1,13,4,0
21,0,0,3.137591,4,12,2,0
21,0,0,2.945007,1,2,1,0
46,0,1,,1,3,4,0
15,0,1,,4,8,4,0
21,0,1,,4,6,4,0
85,0,0,,1,0,4,0
49,1,0,2.951758,1,0,1,0
21,1,0,,4,12,4,0
21,1,0,,4,12,4,0
76,0,0,2.352877,2,9,1,0
26,0,0,3.421471,4,12,1,0
50,0,0,3.518333,5,16,1,0
26,0,0,3.441557,4,15,1,0
26,0,0,3.415309,4,16,1,0
59,0,0,5.005083,2,18,1,0
21,0,0,,4,12,4,0
49,0,0,5.190087,1,21,1,0
17,0,0,3.407132,4,11,1,0
80,0,0,2.87932,1,18,1,0
21,0,0,4.298229,4,14,1,0
74,0,0,,1,14,4,0
27,0,0,3.043367,4,15,1,0
83,0,0,,1,14,4,0
59,0,0,3.869832,1,16,1,0
68,0,0,,1,16,4,0
36,0,0,,4,12,4,0
56,0,0,4.045259,1,12,1,0
71,0,0,,1,15,4,0
57,0,0,4.511697,1,15,1,0
16,0,0,,4,11,4,0
21,0,0,,4,12,4,0
55,0,0,4.242428,1,14,1,0
21,0,0,,4,12,4,0
21,0,0,3.676218,4,14,1,0
21,0,0,3.633301,4,13,1,0
40,0,0,2.996983,1,12,1,0
32,0,1,4.407583,1,17,1,0
58,0,0,,1,12,4,0
33,0,1,4.347524,1,17,1,0
44,0,0,4.256616,4,18,1,0
21,0,0,,4,12,4,0
43,0,0,2.779549,1,12,1,0
17,0,0,,4,11,4,0
36,0,3,3.582364,1,12,1,0
21,0,0,,4,12,4,0
60,0,0,4.45932,1,14,1,0
41,0,0,3.425533,1,12,1,0
16,0,0,,4,10,4,0
41,0,1,,1,12,4,0
68,0,0,,1,8,4,0
85,0,0,,2,12,4,0
33,0,2,,1,10,4,0
63,0,0,4.551656,1,21,1,0
21,0,0,3.628183,4,14,1,0
62,0,0,4.462091,1,16,1,0
46,0,0,3.647089,2,11,1,0
32,0,0,4.232867,4,18,2,0
73,0,0,,1,18,4,0
79,0,0,,1,12,4,0
21,0,0,,4,12,4,0
53,0,0,4.331368,2,14,1,0
25,0,0,,4,14,4,0
21,1,0,,4,16,4,0
30,0,0,4.413859,1,16,1,0
72,0,0,,1,12,4,0
65,0,0,,1,12,4,0
21,1,0,3.278277,1,14,1,0
25,0,0,3.098906,4,12,1,0
55,0,0,3.314303,1,12,1,0
71,0,0,,1,14,4,0
42,0,0,4.044977,1,14,1,0
83,0,0,,1,8,4,0
32,0,2,3.832554,1,14,1,0
64,0,0,,1,8,4,0
21,0,0,3.386463,4,12,1,0
36,0,0,3.783249,4,12,1,0
38,0,1,4.429441,1,18,1,0
59,0,0,4.668361,2,19,1,0
64,0,0,2.896766,2,16,1,0
32,0,2,5.286907,1,15,1,0
59,0,0,4.586945,3,16,1,0
57,0,0,3.489555,1,15,1,0
26,0,0,3.561597,4,11,1,0
45,0,0,3.425032,1,12,1,0
15,0,0,,4,9,4,0
15,0,0,,4,9,4,0
61,0,0,,3,8,4,0
56,0,0,,1,11,4,0
40,0,0,,1,25,4,1
21,0,0,,4,12,4,1
28,0,1,,1,22,4,1
35,0,2,3.63517,1,28,1,0
21,0,0,,4,12,4,0
46,0,0,3.722842,1,12,1,0
21,0,0,,4,12,4,0
75,0,0,,1,12,4,0
71,0,0,,1,10,4,0
42,0,2,4.307672,1,17,1,0
53,0,1,4.296709,1,12,1,0
40,0,2,3.851081,1,15,1,0
31,0,1,3.856369,1,17,1,0
41,0,0,,4,12,4,0
78,0,0,,1,12,4,0
64,0,0,5.089283,1,16,1,0
43,0,0,3.945986,1,14,1,0
26,0,2,3.292667,1,20,1,1
35,0,2,3.295067,1,12,1,0
42,0,2,,1,26,4,1
75,0,0,,1,0,4,0
51,0,0,4.554403,1,15,1,0
15,0,0,,4,10,4,0
46,0,0,4.427559,1,12,1,0
55,0,2,4.771378,1,15,1,0
52,0,0,4.311126,1,24,1,0
15,0,0,,4,10,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
42,0,0,3.313146,1,15,1,0
64,0,0,,2,20,4,0
29,0,0,3.463713,4,12,1,0
21,0,0,3.069895,4,12,1,0
64,0,0,,1,14,4,0
27,0,0,2.836384,4,12,1,0
21,0,0,,4,12,4,0
61,0,0,4.992691,1,24,1,0
56,0,0,4.048869,1,12,1,0
51,0,0,4.760772,1,18,1,0
62,0,0,3.431941,1,8,1,0
29,0,0,3.472895,1,15,1,0
53,0,0,4.493489,4,13,1,0
55,0,0,5.805276,2,17,1,0
36,0,0,4.462306,1,15,1,0
51,0,0,4.683206,1,19,1,0
21,0,0,3.112859,4,12,1,0
21,0,0,,4,10,4,0
21,0,0,,4,9,4,0
45,0,0,3.992315,1,14,1,0
70,0,0,,1,0,4,0
27,0,0,3.08109,5,7,1,0
39,0,0,3.256996,5,8,1,0
21,0,0,3.075597,4,2,1,0
60,0,0,3.236124,1,13,1,0
21,0,0,3.315445,4,13,1,0
21,0,0,2.885731,4,13,1,0
31,0,2,3.67633,1,16,1,0
59,0,0,,2,11,4,0
67,0,0,,1,5,4,0
53,0,0,4.870373,1,16,1,0
21,0,0,2.985221,4,12,1,0
55,0,0,4.915233,1,16,1,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
36,0,2,2.850782,1,12,1,0
36,0,2,3.271581,5,12,1,0
34,0,0,4.02306,4,16,1,0
27,0,0,3.758884,4,14,1,0
58,0,0,3.673494,1,14,1,0
41,0,0,3.895255,1,14,1,0
37,0,1,3.294682,1,15,1,0
38,0,2,3.547465,1,12,1,0
58,0,0,,1,14,4,0
29,0,0,3.869443,1,15,1,0
47,0,0,4.768625,1,18,1,0
16,0,0,,4,11,4,0
29,0,1,3.220056,1,18,1,0
74,0,0,,1,18,4,0
81,0,0,,1,0,4,0
27,0,0,4.069928,4,17,1,0
41,0,0,3.936359,1,16,1,0
61,0,0,4.541904,1,19,1,0
41,0,1,4.056782,1,17,1,0
36,0,2,4.549305,1,17,1,0
79,0,0,,1,12,4,0
27,1,2,2.728738,1,12,1,0
43,0,2,,1,16,4,0
38,0,3,4.223515,1,15,1,0
48,0,0,4.32017,1,12,1,0
35,0,2,4.142764,1,12,1,0
47,0,1,3.77803,1,12,1,0
27,0,0,3.92259,4,17,1,0
64,0,0,3.80329,1,12,1,0
31,0,0,4.132187,1,18,1,0
38,0,2,,1,32,4,1
21,0,2,,1,17,4,1
63,0,0,,2,13,4,0
71,0,0,,1,8,4,0
26,0,0,3.252777,1,12,1,0
76,0,0,,1,8,4,0
27,0,1,2.727449,1,13,1,0
25,0,0,3.656477,4,16,1,0
57,0,0,4.503842,1,15,1,0
21,0,0,3.759372,4,12,1,0
27,0,0,,4,12,4,0
70,0,0,,3,8,4,0
32,0,1,3.839725,1,12,1,0
32,0,1,3.09539,1,12,1,0
36,0,0,3.310638,4,14,1,0
78,0,0,,1,12,4,0
21,0,0,,4,12,4,0
51,0,0,4.33649,1,20,1,0
34,0,1,3.658843,1,15,1,0
28,0,0,3.076742,4,11,1,0
63,0,0,3.160494,1,10,1,0
31,0,2,3.912998,1,13,1,0
36,0,0,3.433262,1,12,1,0
17,0,0,,4,12,4,0
15,0,0,,4,10,4,0
78,0,0,,1,15,4,0
35,0,1,3.55749,1,12,1,0
21,0,1,,4,12,4,0
39,0,0,3.516921,1,12,1,0
17,0,0,,4,11,4,0
16,0,0,,4,10,4,0
54,0,0,3.869921,3,15,1,0
21,0,0,2.730114,4,12,1,0
32,0,2,4.010431,1,12,1,0
52,0,0,3.931086,1,11,1,0
21,0,0,,4,13,4,0
42,0,0,5.443587,1,16,1,0
83,0,0,,1,2,4,0
35,0,1,3.877054,1,9,1,0
36,0,0,,1,26,4,0
17,0,0,,4,11,4,1
53,0,0,,1,47,4,1
73,0,0,3.700527,1,32,1,1
36,0,2,,1,20,4,1
37,0,1,,1,31,4,1
27,0,3,,1,21,4,1
41,0,1,,1,14,4,1
30,0,3,3.349143,1,12,1,0
34,0,1,4.493167,1,15,1,0
34,0,1,4.437476,1,13,1,0
69,0,0,,1,10,4,0
39,0,0,3.519864,4,15,1,0
25,0,0,3.192725,1,12,1,0
21,0,0,,4,12,4,0
50,0,0,3.236211,1,12,1,0
21,0,0,,4,12,4,0
69,0,0,,1,8,4,0
37,0,0,3.549724,4,12,1,0
16,0,0,,4,9,4,0
36,0,0,3.831004,1,10,1,0
37,0,0,3.661233,4,18,1,0
58,0,0,4.505758,1,25,1,0
80,0,0,,1,0,4,0
15,0,0,,4,10,4,0
29,0,0,,4,17,4,1
58,0,0,2.799022,1,8,1,0
76,0,0,,3,10,4,0
72,0,0,,1,16,4,0
77,0,0,,3,10,4,0
46,1,0,3.339347,1,8,1,0
16,1,0,,4,11,4,0
21,1,0,2.932019,4,13,1,0
21,1,0,2.932019,4,14,1,0
21,0,0,4.230869,4,14,1,0
45,0,0,3.706809,1,15,1,0
47,0,0,,4,12,4,0
36,0,0,2.940106,4,12,1,0
21,0,0,3.326248,4,12,1,0
21,0,1,,4,12,4,0
50,0,1,3.363183,1,10,1,0
60,0,0,,1,8,4,0
26,0,0,,4,12,4,0
28,0,0,3.281102,2,12,1,0
15,0,0,,4,9,4,0
52,0,0,3.26868,1,10,1,0
40,0,1,4.857805,1,19,1,0
36,0,1,3.596183,1,16,1,0
62,0,0,3.84042,1,12,1,0
28,0,0,3.106194,2,12,1,0
16,0,0,,4,12,4,0
21,0,0,3.838434,4,12,1,0
82,0,0,,1,15,4,0
58,0,0,4.526772,2,12,1,0
25,0,0,2.862091,4,12,1,0
41,0,1,4.890359,1,16,1,0
70,0,0,,1,19,4,0
21,0,0,,4,13,4,0
21,0,0,3.163124,4,12,1,0
53,0,0,3.370119,1,11,1,0
17,0,0,,4,10,4,0
21,0,0,,4,14,4,0
69,0,1,,1,7,4,0
21,0,1,,4,12,4,0
43,0,1,4.443292,1,17,1,0
21,0,2,,1,6,4,1
41,0,2,2.923435,1,27,1,0
28,0,0,,4,16,4,0
21,0,0,3.682857,4,17,1,0
29,0,0,,4,16,4,0
28,0,0,4.326287,1,16,1,0
26,0,0,3.633757,4,14,1,0
56,0,0,3.453135,1,13,1,0
38,0,0,3.932407,1,17,1,0
65,0,0,,1,6,4,0
33,0,0,3.37142,4,12,1,0
70,0,0,3.752082,1,12,1,0
76,0,0,,1,14,4,0
61,0,0,3.076402,1,13,1,0
41,0,0,4.105731,1,15,1,0
27,1,0,3.051521,4,13,1,0
63,1,0,,1,0,4,0
68,1,0,,1,8,4,0
28,1,0,4.187273,1,16,1,0
21,1,0,,4,14,4,0
40,1,1,4.373661,1,12,1,0
28,1,0,3.579791,4,12,1,0
56,1,0,3.242009,1,10,1,0
21,1,0,3.527809,4,12,1,0
49,1,0,4.720984,1,18,1,0
21,1,0,,4,11,4,0
55,1,0,2.985285,1,8,1,0
27,1,0,,4,12,4,0
26,1,2,3.106046,1,12,1,0
35,0,1,3.513885,1,17,1,0
21,0,0,,4,13,4,0
15,0,0,,4,11,4,0
32,0,0,3.467106,3,17,1,0
31,0,0,3.233321,4,19,1,0
39,0,0,4.17541,1,15,1,0
21,0,0,2.844896,4,12,1,0
36,0,1,3.752142,1,16,1,0
56,0,0,3.896194,4,13,1,0
34,0,2,5.727651,1,14,1,0
21,0,0,3.182708,4,12,1,0
51,0,0,3.684975,1,15,1,0
83,0,0,,1,17,4,0
17,1,0,,4,12,4,0
15,1,0,,4,9,4,0
21,1,0,,4,12,4,0
21,1,0,,4,9,4,0
44,1,0,,1,7,4,0
55,1,0,4.524546,1,23,2,0
21,1,0,,4,12,4,0
21,1,0,,4,15,4,0
35,1,1,3.607886,1,12,1,0
21,1,2,3.442481,4,12,1,0
59,1,0,,1,10,4,0
43,1,0,,1,17,4,0
62,1,0,,1,8,4,0
25,1,0,3.301509,4,12,1,0
39,1,0,3.723059,1,9,1,0
16,1,0,,4,11,4,0
29,1,0,3.487174,4,12,1,0
67,1,0,3.727918,1,12,1,0
37,1,2,,1,9,4,0
33,1,1,3.589545,1,12,1,0
55,0,0,3.601952,2,12,1,0
41,0,2,5.141488,1,20,1,0
73,0,0,,1,11,4,0
17,0,0,,4,12,4,0
39,0,1,2.61197,1,12,1,0
26,0,0,2.890571,4,12,1,0
64,0,0,2.255937,1,12,1,0
21,0,0,2.613662,4,12,1,0
21,0,0,,4,12,4,0
29,0,2,3.660062,1,12,1,0
33,0,0,4.61729,1,16,1,0
68,0,0,,1,14,4,0
49,0,0,4.296484,1,18,1,0
21,0,0,,4,13,4,0
70,0,0,,1,8,4,0
28,0,0,3.453115,4,14,1,0
21,0,0,3.815567,1,16,1,0
47,0,0,4.493701,1,16,1,0
15,0,0,,4,9,4,0
54,0,0,3.66713,2,18,1,0
26,0,0,3.330911,1,14,1,0
21,0,1,,1,16,4,1
67,0,0,,1,18,4,0
84,0,0,,3,6,4,0
52,0,0,5.061141,1,20,1,0
67,0,0,5.360169,1,15,1,0
34,1,0,3.872547,1,13,1,0
28,0,0,3.722981,1,12,1,0
39,1,0,3.655482,1,18,1,0
35,1,0,3.301722,4,7,1,0
26,1,0,3.370714,4,7,1,0
55,1,0,,1,9,4,0
33,1,0,,4,13,4,0
35,1,0,,4,16,4,0
71,1,0,,1,20,4,0
38,1,2,3.840828,1,14,1,0
32,1,2,3.652127,1,12,1,0
51,1,0,,1,6,4,0
62,1,0,,1,9,4,0
65,0,0,4.44409,1,16,1,0
16,0,0,,4,11,4,0
39,0,0,3.783822,1,16,2,0
25,1,0,,4,16,4,0
50,1,0,3.498442,1,4,1,0
21,1,0,,4,12,4,0
47,1,0,2.914113,1,12,1,0
27,1,1,,1,12,4,0
31,1,1,3.711006,1,16,1,0
29,1,0,3.256694,4,12,1,0
69,1,0,,1,3,4,0
21,1,0,3.333729,4,12,1,0
41,1,2,3.820286,1,16,1,0
21,1,0,3.030903,4,12,1,0
16,1,0,,4,10,4,0
46,1,0,3.026107,1,5,1,0
47,0,0,3.833659,1,12,1,0
21,0,0,,4,12,4,0
43,0,3,3.717339,1,12,1,0
21,0,0,,4,12,4,0
66,0,0,3.404342,1,13,1,0
28,0,0,4.035772,1,16,1,0
51,0,0,,1,14,4,0
21,0,0,,4,14,4,0
61,0,0,4.49844,1,20,1,0
21,0,0,,4,12,4,0
53,0,0,4.993467,1,18,1,0
72,0,0,,4,21,4,0
21,0,0,3.0381,4,12,1,0
49,0,0,3.355799,1,10,1,0
45,0,0,3.1734,1,13,1,0
25,0,0,,4,15,4,0
53,0,0,,1,10,4,0
67,0,0,3.742135,3,19,1,0
30,1,2,3.811015,1,14,1,0
78,1,0,,1,7,4,0
37,1,2,,1,12,4,0
21,1,0,3.278663,4,12,1,0
49,1,0,,1,8,4,0
36,1,2,3.187678,1,10,1,0
27,0,0,3.962132,4,17,1,0
65,0,0,,1,11,4,0
53,0,0,3.945721,1,10,1,0
50,0,0,,4,12,4,0
88,0,0,,4,12,4,0
66,0,0,,1,8,4,0
87,0,0,,5,4,4,0
35,0,0,3.921104,1,18,1,0
35,0,3,3.276578,1,30,1,1
32,0,1,,1,26,4,1
51,0,0,,1,45,4,1
21,0,0,,4,14,4,1
15,0,0,,4,9,4,0
51,0,0,4.318181,1,13,1,0
37,0,0,2.980998,4,14,1,0
84,0,0,,3,18,4,0
70,1,0,,1,3,4,0
65,1,1,,1,10,4,0
32,1,1,5.702139,1,16,1,0
21,1,0,,4,14,4,0
43,1,0,3.429615,1,10,1,0
21,1,0,3.43426,4,12,1,0
58,1,0,,1,8,4,0
21,1,0,3.146689,4,9,1,0
21,1,0,3.43426,4,12,1,0
40,1,0,3.054952,1,6,1,0
55,1,0,,1,10,4,0
21,1,0,3.342634,4,12,1,0
21,1,0,3.342634,4,12,1,0
15,1,0,,4,10,4,0
52,1,0,3.715842,1,12,1,0
39,0,0,4.852595,1,16,1,0
46,0,0,4.508982,1,16,1,0
91,0,0,,1,4,4,0
79,0,0,,1,4,4,0
29,0,0,4.138436,4,16,1,0
57,0,0,4.438267,1,16,1,0
44,0,0,4.057572,1,15,1,0
16,0,0,,4,11,4,0
46,0,0,,1,12,4,0
15,0,0,,4,11,4,0
62,0,0,3.246562,1,12,1,0
21,0,0,3.361889,4,12,1,0
52,0,0,4.874121,1,12,1,0
26,0,0,,4,12,4,0
63,0,0,,4,12,4,0
47,0,0,3.722377,1,10,1,0
70,0,0,,2,0,4,0
70,0,0,3.063262,1,10,1,0
39,0,1,5.375051,4,12,1,0
31,0,3,,1,26,4,1
21,0,0,,4,15,4,1
17,0,0,,4,12,4,1
49,0,0,,1,44,4,1
28,0,3,,1,22,4,1
31,0,1,2.977329,1,24,1,0
17,0,2,,4,11,4,1
38,0,2,,1,32,4,1
15,0,1,,4,10,4,0
37,0,1,,1,32,4,1
63,0,0,,1,10,4,0
49,0,0,2.462079,2,13,1,0
21,0,0,3.495277,4,12,1,0
15,0,0,,4,9,4,0
21,0,0,3.502856,4,12,1,0
66,0,0,4.891427,1,10,1,0
52,0,0,4.345906,1,12,1,0
52,0,0,3.564761,1,12,2,0
21,0,0,,4,12,4,0
15,0,0,2.984384,4,10,1,0
41,0,2,3.51561,1,14,1,0
36,0,1,4.341794,1,16,1,0
16,0,0,,4,11,4,0
40,0,0,4.57784,1,25,1,0
27,0,0,,4,15,4,0
57,0,0,4.59024,1,25,1,0
59,0,0,4.010268,1,12,1,0
35,0,2,4.026396,1,14,1,0
59,0,0,,2,12,4,0
34,0,2,4.721875,1,18,1,0
77,0,0,,3,5,4,0
42,0,0,4.310708,1,19,1,0
15,0,0,,4,10,4,0
30,0,0,2.91802,1,13,2,0
31,0,0,,4,12,4,0
79,0,0,,1,17,4,0
79,0,0,,3,16,4,0
50,0,0,4.319949,1,12,1,0
34,0,0,4.359429,4,16,1,0
74,0,0,,1,12,4,0
21,0,0,,4,12,4,0
39,0,1,4.272693,1,15,1,0
33,0,2,4.243044,1,14,1,0
42,0,0,4.374529,1,15,1,0
67,0,0,3.38529,1,13,1,0
42,0,0,3.645094,1,12,1,0
57,0,0,,4,15,4,0
53,0,0,4.837852,1,15,1,0
34,0,0,,4,20,4,0
67,0,0,,1,10,4,0
38,0,0,3.3104,1,14,1,0
55,0,0,,2,10,4,0
79,0,0,,1,10,4,0
83,0,0,,1,15,4,0
15,0,0,,4,11,4,0
21,0,0,3.303633,4,10,1,0
54,0,0,,1,12,4,0
30,0,0,2.644992,4,12,1,0
61,0,0,3.345082,1,12,1,0
69,1,0,,1,12,4,0
51,1,0,,1,6,4,0
59,0,0,4.743526,1,11,1,0
28,0,0,3.14735,4,12,1,0
21,0,0,,4,12,4,0
68,0,0,,1,19,4,0
47,0,0,4.24319,2,12,1,0
21,0,0,,1,17,4,0
17,0,0,3.121665,4,12,1,0
71,0,0,,1,5,4,0
36,0,0,,1,12,4,0
16,0,0,,4,10,4,0
32,0,0,4.034329,4,16,1,0
33,0,2,3.488809,1,15,1,0
37,0,1,4.725669,1,14,1,0
21,0,0,,4,12,4,0
21,0,0,3.149836,4,12,1,0
21,0,0,,4,12,4,0
45,0,1,3.507789,1,12,1,0
16,0,1,,4,10,4,0
31,0,0,,4,12,4,0
35,0,0,3.358577,4,15,1,0
64,0,0,,1,16,4,0
29,0,0,3.943315,4,15,1,0
52,0,0,5.013288,1,14,1,0
59,0,0,3.592496,1,12,1,0
21,0,0,,4,12,4,0
75,0,0,5.76625,1,16,1,0
74,0,0,4.781259,1,14,1,0
66,0,0,7.253641,1,20,1,0
38,0,2,3.74701,1,12,1,0
59,0,0,4.529778,1,20,1,0
21,0,0,3.262882,4,14,1,0
76,0,0,,1,30,4,0
26,0,0,4.183495,4,12,1,0
50,0,0,3.563508,1,12,1,0
72,0,0,,1,19,4,0
55,0,0,,1,10,4,0
21,0,0,,4,12,4,0
40,0,1,4.599984,1,12,1,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
54,0,0,3.428118,1,15,1,0
16,1,1,,4,11,4,0
21,1,1,3.047122,4,14,1,0
16,1,1,,4,11,4,0
28,1,4,3.017671,4,12,1,0
74,1,4,,1,5,4,0
31,1,4,,1,12,4,0
91,0,0,,3,10,4,0
58,0,0,5.081935,1,11,1,0
36,1,1,3.283053,1,10,1,0
70,1,0,,1,5,4,0
21,1,0,,4,8,4,0
55,1,0,3.503343,1,8,1,0
16,1,0,,4,10,4,0
17,1,0,,4,11,4,0
59,1,0,3.289315,1,10,1,0
21,1,0,,4,12,4,0
15,1,0,,4,10,4,0
44,1,0,3.542305,1,8,1,0
35,1,0,3.381764,1,11,1,0
21,1,0,,4,10,4,0
65,1,0,,1,8,4,0
41,0,1,5.129074,1,36,1,0
40,0,1,4.755817,1,17,1,0
74,0,0,,1,16,4,0
51,0,0,,1,15,4,0
15,0,0,,4,10,4,0
15,0,0,,4,10,4,0
46,0,0,4.473609,1,18,1,0
33,0,1,4.270621,1,16,1,0
35,0,1,4.414127,1,15,1,0
21,0,0,,4,12,4,0
53,0,0,,1,11,4,0
21,0,0,,4,12,4,0
32,0,0,4.120088,1,13,1,0
17,0,0,,4,12,4,0
70,0,0,,1,12,4,0
66,0,0,4.238132,1,15,1,0
71,0,0,,1,17,4,0
53,0,0,4.567019,1,18,1,0
17,0,0,,4,12,4,0
21,0,0,2.830584,4,13,1,0
29,0,0,3.954525,4,16,1,0
73,0,0,,1,12,4,0
44,0,0,,2,12,4,0
21,0,0,,4,12,4,0
52,0,0,6.083979,1,17,1,0
52,0,0,5.239938,1,15,1,0
28,0,1,3.705343,1,9,1,0
25,0,1,3.489555,4,12,1,0
51,0,1,3.377635,1,12,1,0
40,0,0,3.955078,4,14,1,0
74,0,0,2.8583,1,12,1,0
60,0,0,3.142044,1,10,1,0
16,0,0,,4,11,4,0
79,0,0,,1,3,4,0
58,0,0,4.69694,1,12,1,0
21,0,0,,4,12,4,0
55,0,0,3.127867,1,12,1,0
21,0,0,,4,12,4,0
65,0,0,,3,12,4,0
17,0,0,,4,12,4,0
39,0,0,4.012081,1,16,1,0
62,0,0,4.732689,1,15,1,0
49,0,0,4.347517,1,22,1,0
41,0,0,4.929785,1,17,1,0
40,0,1,4.714656,1,16,1,0
77,0,0,,2,8,4,0
57,0,0,,1,10,4,0
77,0,0,,1,14,4,0
38,0,0,3.66341,1,12,1,0
81,0,0,,3,8,4,0
21,0,1,,1,15,4,1
21,0,0,,4,12,4,0
28,0,0,,4,14,4,0
65,0,0,2.641364,1,8,1,0
35,0,0,3.825725,4,11,1,0
38,0,0,4.385413,4,15,1,0
43,0,0,4.668461,1,16,1,0
35,0,1,5.11538,1,18,1,0
73,0,0,,1,15,4,0
60,0,0,4.27772,2,12,1,0
55,0,0,4.374659,1,12,1,0
21,0,0,2.904639,4,12,1,0
21,0,0,,4,12,4,0
53,0,0,,1,12,4,0
21,0,0,,4,12,4,0
58,0,0,4.8071,1,13,1,0
42,0,1,5.247389,1,14,1,0
17,0,1,,4,12,4,0
55,0,0,4.895355,1,17,1,0
16,0,0,,4,11,4,0
21,0,0,,4,12,4,0
36,0,0,3.367281,1,0,1,0
55,0,0,3.895636,1,11,1,0
21,0,0,5.66718,4,12,1,0
53,0,0,3.747192,1,15,1,0
33,0,2,3.852436,1,16,1,0
79,0,2,,3,0,4,0
38,0,0,3.530389,4,13,1,0
56,0,0,4.333795,1,12,1,0
21,0,0,,4,12,4,0
58,0,0,5.448985,1,23,1,0
21,0,0,,4,12,4,0
77,0,0,,2,14,4,0
47,0,0,3.844061,1,15,1,0
17,0,0,,4,12,4,0
77,0,0,,1,12,4,0
41,0,2,4.039256,1,12,2,0
53,0,0,4.648262,1,47,1,1
21,0,0,,4,13,4,1
21,0,0,,4,12,4,0
56,0,0,4.038718,1,12,1,0
70,0,0,,1,8,4,0
59,0,0,4.150586,1,12,1,0
35,0,0,3.974944,1,12,1,0
15,0,0,,4,10,4,0
25,0,0,4.072554,4,14,1,0
21,0,0,3.397631,4,13,1,0
39,0,0,,4,14,4,0
59,0,0,,1,12,4,0
25,0,0,,4,14,4,0
21,0,0,,4,12,4,0
21,0,0,,4,12,4,0
53,0,0,,1,15,4,0
21,0,0,,4,12,4,0
47,0,0,3.722377,1,15,1,0
28,0,0,3.128744,1,6,1,0
59,0,0,,1,13,4,0
69,0,0,,1,15,4,0
47,1,0,2.974279,1,10,1,0
17,0,0,,4,12,4,0
61,0,0,3.55937,1,12,1,0
21,0,0,3.613764,4,12,1,0
21,0,0,,4,12,4,0
51,0,0,4.149343,1,12,1,0
33,0,2,3.837382,1,12,1,0
59,0,0,3.053609,1,9,1,0
53,0,0,,1,14,4,0
54,0,0,3.78708,1,10,1,0
71,0,0,,1,12,4,0
71,0,1,,1,18,4,0
42,0,1,4.079415,1,16,1,0
46,0,0,3.563361,1,12,1,0
46,0,0,,1,12,4,0
16,0,0,,4,11,4,0
21,0,0,,4,13,4,0
40,0,2,4.994884,1,22,1,0
49,0,0,4.615183,1,12,1,0
69,0,0,4.65951,1,20,1,0
31,0,1,3.332905,1,12,1,0
64,0,0,,1,14,4,0
31,0,1,3.414525,1,12,2,0
61,0,0,3.925056,4,17,1,0
21,0,0,3.089099,4,12,1,0
60,0,0,4.624283,1,11,1,0
70,0,0,,2,11,4,0
21,0,0,,4,12,4,0
21,0,0,3.771207,4,12,1,0
58,0,0,,1,12,4,0
37,0,0,3.378619,1,12,1,0
60,0,0,3.113467,1,15,1,0
31,0,1,2.722036,1,14,1,0
60,0,0,,1,17,4,0
21,0,0,,4,12,4,0
43,0,1,4.635897,1,12,1,0
21,0,1,3.160982,4,14,1,0
43,0,1,,1,14,4,0
29,0,0,,4,12,4,0
52,0,0,,1,11,4,0
42,0,0,3.250746,1,20,1,0
70,0,0,,4,8,4,0
38,0,0,,2,8,4,0
73,0,0,3.609216,1,7,1,0
26,0,0,3.573979,4,14,1,0
21,0,0,,4,12,4,0
29,0,0,4.407078,1,16,1,0
47,0,0,3.606029,1,12,1,0
57,0,0,4.686853,1,16,1,0
21,0,0,,4,12,4,0
21,1,0,,4,13,4,0
40,1,0,4.115294,1,8,1,0
15,1,0,,4,10,4,0
21,1,0,3.437918,4,12,1,0
21,1,0,,4,13,4,0
21,1,0,,4,13,4,0
17,1,0,,4,12,4,0
35,1,1,4.235879,1,17,1,0
38,1,1,3.135595,1,7,1,0
21,1,1,,4,10,4,0
21,1,1,,4,8,4,0
25,1,0,3.755669,4,12,1,0
15,1,0,,4,9,4,0
16,1,0,,4,10,4,0
